Timestamp,Scenario,Controller,Throughput_Mbps,Avg_Delay_ms,PacketLoss_Ratio,p95_Delay_ms,Max_PacketLoss,Jains_Fairness,QoS_Violations,Total_Downtime_s,Congestion_Intensity,Satisfaction_Percent,Cell_Edge_Tput,Avg_SINR_dB,Avg_RSRP_dBm,Avg_HO_per_UE,Avg_Inference_ms,EnergyEfficiency_Mbps_W,Model_Params,HO_Success_Rate,Control_Stability,QoS_Score,Reliability_Score,Resource_Score,Buffer_Score,PHY_Score,Architecture_Score,Config_num_ues,Config_num_cells,Config_sim_time,Config_kpm_interval_ms,Config_system_bandwidth_mhz,Config_model_type,Config_model_path
2026-02-22 18:26:53,flash_crowd,models/radiocortex_nn.pt,1.314380642857143,64.11372214285714,0.38624730612244895,99.07812125,0.5596982500000001,0.6510324423199101,97,8.1,0.0,45.0,0.0,6.878725564367347,-117.80686127551022,0.0,0.6362621230308456,49.71065640100161,140563,1.0,96.932495,35.57666197767857,33.800000000000004,31.54793448177041,40.0,26.780180829544207,89.79053938484579,20,3,10.0,100,10.0,nn,models/radiocortex_nn.pt
