Timestamp,Scenario,Controller,Throughput_Mbps,Avg_Delay_ms,PacketLoss_Ratio,p95_Delay_ms,Max_PacketLoss,Jains_Fairness,QoS_Violations,Total_Downtime_s,Congestion_Intensity,Satisfaction_Percent,Cell_Edge_Tput,Avg_SINR_dB,Avg_RSRP_dBm,Avg_HO_per_UE,Avg_Inference_ms,EnergyEfficiency_Mbps_W,Model_Params,HO_Success_Rate,Control_Stability,QoS_Score,Reliability_Score,Resource_Score,Buffer_Score,PHY_Score,Architecture_Score,Config_num_ues,Config_num_cells,Config_sim_time,Config_kpm_interval_ms,Config_system_bandwidth_mhz,Config_model_path,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Config_model_type
22-02-2026 5.22,sleepy_campus,nn,1.547469345,92.90770405,0.570197907,132.5599868,0.93952135,0.509247451,596,58.7,0.0,40.0,0.0,13.37344981,-116.8538352,7.85,1.085408131,523.1881267,140563,0.0,97.839005,46.692637696235046,45.60879289150141,34.0229366804005,80.57116243261689,47.525371946385846,98.54844501403232,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.22,ambulance,nn,2.127904813,26.90287406,0.052379065,29.72770625,0.4512972,0.724259095,92,0.6,0.0,90.0,0.0033212,28.76594558,-117.0006237,0.5,3.161349694,671.8745371,140563,0.0,98.113365,79.37326723156797,74.8802274435628,47.2414565439589,98.22917731809754,67.78646548053648,97.82418200048473,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.23,iot_tsunami,nn,0.099759,40.63104708,0.019396497,62.33050625,0.06599445,0.115021678,3,0.0,0.0,5.0,0.0,-6.1647255,-125.7215538,0.0,1.114771916,0.668753591,140563,1.0,98.32607,35.82756974082976,99.10798964962596,1.0665318876500898,99.35390787918706,14.777552502414974,98.53820045619295,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.23,commuter_rush,nn,0.931644737,70.30292583,0.04319075,238.8543875,0.45063435,0.988669337,171,4.3,0.0,25.0,0.777313793,12.33666712,-125.4089062,0.2,0.958042542,338.5812825,140563,0.0,99.77121,35.47159221195088,74.61563248510495,57.25813224501424,98.5425058219732,39.51061375049444,98.59288084351591,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.24,urban_canyon,nn,0.08462202,4.788711233,0.006036483,13.916785,0.0981982,0.366221102,11,0.0,0.0,0.0,0.01229414,-9.38107798,-138.2171116,1.1,0.972577333,29.54880903,140563,0.0,99.21305,40.2128648549419,78.39238085153839,10.550106609874955,99.80949448003582,0.818204367306275,98.58780988597135,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.27,mixed_reality,nn,1.229923143,117.5696029,0.817918599,145.5356317,0.898903,0.455535853,591,58.8,0.0,25.0,0.0,7.520302592,-116.7945095,3.1,0.788630247,439.2969873,140563,0.0,97.88524,36.47111816196416,44.09912471778832,28.87041239525801,72.12369912695067,39.82361640985897,98.65198610037652,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.39,spectrum_crunch,nn,2.418173815,44.25137903,0.876063701,48.76992625,0.9545728,0.437243322,579,57.5,0.0,85.0,0.15532236,6.866118151,-118.8431152,0.5,0.673550765,880.4351815,140563,0.0,99.84679,76.36390441501372,44.41618927918783,47.837662213012095,70.14090708974281,37.36708382539891,98.6921355024196,20,3,60.0,100,10.0,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.44,mobility_storm,reformer,2.044199431,35.18564829,0.053820195,51.506402,0.35564095,0.730725203,256,1.4,0.0,85.0,0.0,23.61539256,-118.650485,0.0,57.82933546,36.49297606,3232019,1.0,71.65105,75.23064010742956,95.81752425688308,26.821227804368867,98.18003369309228,59.68767978742536,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.44,handover_ping_pong,reformer,2.035747525,33.65945644,0.066856785,44.9309995,0.40739335,0.739740698,347,1.6,0.0,85.0,0.0,28.03251726,-115.8847101,0.0,60.01734933,31.73222533,3232019,1.0,69.28692,75.66934663895867,95.10141977122244,26.95051614486577,97.73547609571555,67.68204839812975,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.45,flash_crowd,reformer,1.64660204,56.25296643,0.313595705,98.893396,0.5772418,0.687902305,590,49.2,0.0,60.0,0.0,8.649558476,-119.2245813,9.15,68.02338878,39.52591791,3232019,0.0,63.68361,59.80561501103968,54.4814915623338,24.65190193473113,89.32149195917961,39.431646089803465,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.46,traffic_burst,reformer,1.880976882,73.6897177,0.453778979,136.964322,0.91056135,0.664630417,574,50.1,0.0,65.0,0.0,12.29055219,-118.7293695,8.6,63.84301424,47.64042424,3232019,0.0,64.67648,59.06863039806348,49.17853329459184,24.634134246455293,84.54113609297221,44.635728147848525,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.48,adversarial,reformer,2.197437917,40.85146618,0.153144171,101.8495877,0.92134035,0.734349582,421,14.3,0.0,85.0,0.0,23.75997123,-117.9056952,10.2,71.08530641,62.65065071,3232019,0.0,71.77242,72.99001598475658,60.30326723245079,28.105910939145268,94.79301084950652,60.45733187502943,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.48,sleepy_campus,reformer,1.559015767,81.57022091,0.403671575,175.3031943,0.9409298,0.612213766,579,49.3,0.0,65.0,0.0,8.250387187,-118.6644347,13.5,70.31502684,41.13350708,3232019,0.0,73.88292,54.65585225464983,46.86549425565171,21.99944327987124,86.24983653787567,39.33817422555232,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.49,ambulance,reformer,1.7233358,41.03075757,0.122438126,59.60477925,0.3861578,0.74676055,523,6.0,0.0,80.0,0.059659947,20.70811586,-119.5019238,3.9,65.62362591,29.27662097,3232019,0.0,69.158035,70.75907297654007,70.84820378229442,27.55769885044127,95.84011025127808,55.178236340324034,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.49,iot_tsunami,reformer,0.160264571,54.22340071,0.000449935,122.566682,0.003149543,0.302035315,2,0.0,0.0,5.0,0.0,-0.543303986,-124.8088507,0.0,30.09462357,0.087148747,3232019,1.0,65.366486,31.76107196407917,99.99697067599566,7.399105024003239,100.0,22.92727956438313,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.50,commuter_rush,reformer,1.108784698,64.9150652,0.075378319,135.5969725,0.6150185,0.977612969,308,4.9,0.0,75.0,0.85574984,10.94685897,-121.8112599,2.35,62.59645502,19.19865251,3232019,0.0,69.95258,59.49534283370559,71.12541616845853,48.47709675327217,97.44488532918814,40.464224340774805,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.51,urban_canyon,reformer,0.376637347,45.74726404,0.054391631,125.609045,0.34942475,0.707075892,252,1.2,0.0,0.0,0.085139773,-4.768852117,-134.4049104,5.4,70.5498596,11.35786964,3232019,0.0,80.707,31.92366431227483,72.36247130329545,23.28672194442105,98.160547292491,9.883299752267549,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 5.54,mixed_reality,reformer,1.650798462,106.8538429,0.566127015,201.8393807,0.9409298,0.366827075,582,54.8,0.0,20.0,0.52049816,7.060313056,-116.6009531,4.8,61.01315419,127.6432223,3232019,0.0,63.851463,35.37628152770901,48.35568132398281,26.52215316976245,80.70998293450427,39.36500970575135,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.06,spectrum_crunch,reformer,3.716571178,42.92295076,0.781597229,77.01380075,0.9383305,0.699203033,570,53.0,0.0,95.0,0.989801307,19.96362616,-114.7256295,3.4,46.05780681,171.8861402,3232019,0.0,91.40975,85.5099452593673,45.321394142862985,52.13705640593236,73.36228536619194,57.90118701143497,0.0,20,3,60.0,100,10.0,reformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.09,mobility_storm,trxl,2.112079542,51.84087769,0.186100591,76.48579,0.43417175,0.605564951,558,26.0,0.0,65.0,0.0,10.12360307,-126.4329938,0.0,11.11543676,97.62490456,3195155,1.0,71.381905,65.58138753378758,88.23230416713257,24.76241081492181,93.66917195503046,35.786051579051254,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.09,handover_ping_pong,trxl,2.434983674,46.36004839,0.152116559,65.06821975,0.37780985,0.582001055,569,12.0,0.0,75.0,0.0,15.83762389,-123.7673856,0.0,11.13841251,90.66341708,3195155,1.0,69.496216,71.9353075951253,91.82269179012562,24.4383873096393,94.82805319737167,45.41935113113783,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.11,flash_crowd,trxl,1.843347037,62.43259763,0.334165583,111.5702358,0.80885845,0.526264431,592,52.9,0.0,55.0,0.0,7.565885638,-122.843343,12.35,14.63673671,78.25810685,3195155,0.0,73.20828,57.81539613039845,49.444623942707175,20.93298974977533,88.62004353271132,35.1874914529803,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.13,traffic_burst,trxl,1.910197772,65.06538822,0.414819282,123.726266,0.9043646,0.540961636,578,47.0,0.0,60.0,0.0,8.000350392,-124.9315402,5.6,13.88175726,72.98000835,3195155,0.0,73.30591,59.04582615188142,52.50843332464477,21.39414939241934,85.86969128208565,34.14126520105312,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.15,adversarial,trxl,2.268949635,42.28083448,0.159116214,88.7168555,0.86145025,0.734569086,456,15.0,0.0,75.0,0.759370847,21.75291158,-120.071253,6.85,14.00810361,77.48938283,3195155,0.0,77.681046,70.35071084132971,62.73927446275678,42.91735914723712,94.58935965793646,56.11919238392901,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.15,sleepy_campus,trxl,1.795955315,84.44273423,0.423329393,162.9542537,0.9517967,0.582235666,585,51.4,0.0,50.0,0.194727453,8.495428865,-120.0959978,15.3,18.6667939,87.69801549,3195155,0.0,77.81475,50.948284712208654,44.84117290156116,26.633515476751107,85.57949004851392,38.55103532285688,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.15,ambulance,trxl,2.40775477,44.72866723,0.178685862,63.968632,0.38540535,0.58598659,577,23.3,0.0,75.0,0.0,16.65028409,-123.2705717,0.55,13.77131303,87.87778394,3195155,0.0,70.39997,72.02059176309226,68.89118122832934,24.423949148949653,93.92201983238483,46.8808088864298,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.16,iot_tsunami,trxl,0.170282,99.298355,0.017940753,187.2685303,0.05791475,0.306936555,6,0.0,0.0,5.0,0.0,-1.615713323,-125.9115343,0.0,14.74086444,0.150691183,3195155,1.0,79.391335,23.8126429621211,99.20278518979524,7.585447116857267,99.40354985266598,20.65157943307996,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.16,commuter_rush,trxl,1.079225291,59.0278639,0.204405797,123.8241825,0.8635201,0.982914384,474,26.9,0.0,65.0,0.858797197,11.26576301,-125.326823,0.0,12.46822895,33.44874068,3195155,1.0,76.59775,57.04498354273202,84.21178646379818,49.10526161618855,93.04495055980011,38.15678820894065,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.17,spectrum_crunch,trxl,2.297352235,23.95544353,0.054897194,53.416667,0.17952535,0.587734609,7,0.0,0.0,75.0,0.0,20.13171765,-122.2547988,0.0,13.15177812,2.096075349,3195155,1.0,75.52862,74.19003487046828,97.4766953571982,21.49474811920603,98.14330721110449,52.27785744863584,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.17,urban_canyon,trxl,0.271623993,39.25637724,0.039003658,134.099794,0.265486,0.572135287,160,0.5,0.0,0.0,0.044126033,-7.359313484,-136.3002843,1.75,11.58627351,4.396211833,3195155,0.0,84.18385,31.65700433148501,75.8609246652282,17.584920957566293,98.68528883191024,4.982688194048346,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.20,mixed_reality,trxl,1.637937543,117.8077948,0.567821704,202.2325012,0.9031433,0.311614857,591,57.6,0.0,20.0,0.021759433,4.805800853,-119.4947572,3.3,9.892295996,61.68365658,3195155,0.0,76.217514,34.10677426120702,49.11924585551701,13.229534464735009,80.65219275546659,34.13388863469721,0.0,20,3,60.0,100,10.0,trxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.26,handover_ping_pong,universal,1.846898307909144,37.81052817799884,0.0767648248096399,65.33965567023401,0.4790702887608,0.66887972932326,323,2.0008252,0.0,75.328785,0.0,27.022520019873003,-108.813007453185,0.0,52.221642148096,161.9492673227121,847379,0.929985,72.554454,69.84772268195059,92.84967527174967,28.37278864265739,97.3976044304652,71.83575800984008,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.26,mobility_storm,universal,1.6871217808724686,33.51581779367184,0.0547703889422799,49.10959249625,0.4702691294884,0.89220442819389,277,1.176956,0.0,83.69865,1.29110424644208,26.441866959396,-108.8435843370015,0.0,55.04021776784399,98.96057604573213,847379,0.929985,71.907714,73.18180064346281,93.5033851627044,57.54719635816274,98.1476313596583,71.0434062634464,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.27,flash_crowd,universal,1.1155957254293356,81.7312053519535,0.460894513705428,159.14236741271,1.1106005742193998,0.6214560035544001,656,66.38031840000001,0.0,41.849325,0.0,8.219595439271686,-109.49792559594,9.736636,55.29876938620159,68.1463385187795,847379,0.0,76.2123024,44.97228889722664,43.80907013012568,22.235429644579195,84.29849096777494,46.41451855396032,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.28,traffic_burst,universal,1.3621256278224527,100.99317975304446,0.680807195785244,197.280542027756,1.1145138940716,0.624222719159235,605,53.55149799999999,0.0,46.03425750000001,0.0,12.489465263262751,-109.478230187613,7.061735999999999,57.1298538099884,60.47103503962363,847379,0.0,75.330018,43.814082272686086,43.400678979082365,22.60300264370957,76.79930187169455,52.0818419806464,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.31,adversarial,universal,1.86634634543406,55.6405266953998,0.2030806318048639,142.0147113387552,1.0943840036690002,0.6827352196540051,507,12.0049512,0.0,71.1438525,0.0,21.233182066397703,-110.4376167563865,7.543217999999999,58.4680155366808,217.03474429084665,847379,0.0,76.9330674,62.84502782646713,60.0388028738604,30.64330366877783,93.0901396970881,62.91101826323482,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.31,sleepy_campus,universal,1.1079134247514095,106.6380079309314,0.5365978242443281,187.3978363404092,1.1176331805584,0.56262048764964,640,62.7317548,0.0,33.47946,0.0,7.660408121447446,-109.24764087185552,12.83952,56.2568949521844,91.77747797052136,847379,0.0,76.052808,37.94420600578012,40.85766692392305,21.01990379596821,81.71695071479189,45.86864890370487,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.32,ambulance,universal,1.86338210752512,38.39535557826496,0.1311208404990879,65.94342585954199,0.4466962896989999,0.6975126887438851,534,6.0024756,0.0,75.328785,0.0486103717491,24.497003092674003,-109.86839674550252,3.049386,53.23340476608039,120.0842389493964,847379,0.0,71.5314465,69.84256984443107,70.73770897893039,28.92408086625241,95.54402310759843,67.67329821320916,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.33,iot_tsunami,universal,0.1018858083750045,111.813716782955,0.0150797781738999,323.3988232044988,0.1610739022705999,0.16864544774826,4,0.0,0.0,4.1849325,0.0,-3.678372991476436,-117.9427048866255,0.0,18.4218679631932,0.1971850092403275,847379,0.929985,73.23913440000001,15.216488528661095,97.01879999720092,2.8403070689263985,99.50111126211786,24.108429933493497,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.33,commuter_rush,universal,1.281484843552242,33.91045371800548,0.041222188319004,57.18290776053899,0.53552086478,0.821349435544785,83,1.8831296,0.0,79.5137175,1.1887919206275002,17.10678361278495,-113.89591552047452,1.658438,50.919167910042,81.27570109520138,847379,0.0,72.9327465,69.13640552129728,73.4336969920906,51.85295275155038,98.60963526695778,54.76379172576789,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.34,spectrum_crunch,universal,1.498734500782995,40.3149763341886,0.1509962953766519,83.050612550136,0.9531046181888,0.69253034711553,30,1.765434,0.0,66.95892,0.634894644848625,9.3495333884421,-117.3114133989105,2.40741,38.8204038904944,14.276793512752786,847379,0.0,72.586737,63.94691430062277,67.37847796111978,35.534987600652315,94.86625503579909,41.84363432984097,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.34,urban_canyon,universal,0.2620957379022044,25.06677647463176,0.031572413169748,88.284893970999,0.3583603867491999,0.761505417866445,124,0.588478,0.0,0.0,0.116691027566295,-5.4698980214753705,-126.1520773532565,8.506182,49.5007871093056,32.413995904901945,847379,0.0,81.77847750000001,35.35878832306144,70.82063640538412,26.120403118899485,98.93869991159096,15.363027318528164,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 6.37,mixed_reality,universal,1.274549642046135,100.21684451040768,0.643167528534212,169.93690763841,1.0554707782234,0.5666009527175551,647,68.14575239999999,0.0,54.40412250000001,0.0,9.6732266272992,-109.80265759382851,3.851856,38.3116891080804,72.92183137592882,847379,0.0,71.973234,47.68914463039059,44.16916913963168,20.899839043878806,78.0828430461257,48.10209034408473,0.0,20,3,60.0,100,10.0,universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.45,mobility_storm,Baseline,0.983855772,49.4773790208,0.0151456992,54.24323712,0.668436096,0.6277377352000001,36,1.152,0.0,43.2,0.6744961872,30.784964048000003,-89.7157236,0.0,0.0905530475999999,4.9261923696,0,0.8,60.0,53.31360563921234,90.08150963829326,32.728095926974206,99.49886330517668,91.64371081257816,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.47,flash_crowd,Baseline,0.5361696710399999,128.3742569664,0.88640467584,207.48256896,1.7878299839999998,0.5012135616000001,955,110.4,0.0,14.4,0.0,6.080983322400001,-86.97083832,10.44,0.0971817971999999,2.69797832448,0,0.0,60.0,24.92080885738062,21.6471319752467,14.906634977303757,69.78827201190393,61.074220624252845,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.48,traffic_burst,Baseline,0.7153234497600001,174.8614802112,1.27100956032,268.59985248,1.819510848,0.5036841064,737,85.44,0.0,31.200000000000003,0.0,13.374303064,-86.88369840000001,4.68,0.0884766576,3.5994709617600003,0,0.0,60.0,23.76880290468469,21.880187427513068,15.39704242881277,56.67295401971621,70.79605364339388,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.50,adversarial,Baseline,1.01224303056,76.7205093504,0.24055736832,269.703698496,1.819510848,0.5896576952,155,15.552,0.0,43.2,0.0,31.668067816000004,-87.14233648,4.68,0.0872058864,5.0935550832,0,0.0,60.0,40.08021446307588,54.633946679360335,18.9344634024526,91.81215458421052,94.81071738188504,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.50,sleepy_campus,Baseline,0.52657983744,191.2517937024,1.1589861408,265.949217984,1.821172416,0.4584469192,942,112.70400000000002,0.0,12.0,0.0,5.4308596112,-87.2464324,15.3,0.097939968,2.6540420836800003,0,0.0,60.0,14.409177185810968,12.372708866079956,13.4617999776656,60.4930375102405,59.999673115557925,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.50,ambulance,Baseline,1.06514338224,52.35695243520001,0.0994184102399999,57.94481136,0.699665664,0.601714296,142,1.152,0.0,43.2,0.0246649384,34.38135524,-87.68860912000001,2.4,0.0934123992,5.3597469456,0,0.0,60.0,53.25357373603579,70.58204501668669,19.916657481363803,96.62510000170823,97.97815942748696,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.52,iot_tsunami,Baseline,0.04440079056,83.34496320000001,0.0661758278399999,126.74681664,0.167288832,0.0871317944,11,0.0,0.0,2.4000000000000004,0.0,-3.8593971768,-94.51478968,0.0,0.1057942704,0.00632001888,0,0.8,60.0,26.891844045305916,93.3520492484172,0.0,97.75869725086169,42.05881831099396,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.52,commuter_rush,Baseline,0.8674046726399999,46.2940664064,0.0277870137599999,55.68,0.783369696,0.7972545256000001,54,1.7280000000000002,0.0,48.0,1.3324548544,24.156729872,-93.19806448,0.0,0.0908018952,4.35747316704,0,0.8,60.0,54.65128083927141,88.79249661402882,50.38743863368106,99.06778489982094,80.1661346608729,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.53,urban_canyon,Baseline,0.2797406496,38.858262048,0.0342062265599998,101.09202768000002,0.683402496,0.468798796,68,1.152,0.0,14.4,0.0412211944,0.7356626848000001,-105.25242688000002,4.5,0.0963430404,1.40764062144,0,0.0,60.0,38.38275682331695,70.63922484414594,14.013263658412257,98.84888487923136,39.804338208767376,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.56,mixed_reality,Baseline,0.5304174215999998,236.395063296,1.63091708736,292.39860095999995,1.813708416,0.3937552008,945,113.088,0.0,12.0,0.0,5.097847720800001,-87.12707056,5.1,0.0828018192,2.6690332992,0,0.0,60.0,8.274691728790359,9.645154454535742,11.317692182738192,44.39983463046684,59.651540378439634,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 8.11,spectrum_crunch,Baseline,1.10617207488,79.3579670784,1.7599416287999998,96.91438128,1.84359936,0.3636499712,950,114.048,0.0,40.8,0.0,4.8063194624,-88.38525944000001,0.0,0.0654013608,5.5386333936,0,0.8,60.0,47.827394399705,26.0,11.626850401734163,40.0,58.28875526905348,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2026 7.45,handover_ping_pong,Baseline,1.0882238832000002,49.4858513856,0.01451282304,53.57633952,0.699665664,0.6013378704000001,35,1.152,0.0,43.2,0.0,35.43664488,-87.14366328,0.0,0.0961341924,5.4487663152,0,0.8,60.0,53.89736701753919,89.83962363604797,19.49538803170495,99.52044486178976,99.79815686538016,100.0,20,3,60.0,100,10.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
